trade_date,price,div_exec_price,mid_price,no_div_mid_price,mkt_price,avg_price,spread,price_impact,mkt_price_ratio,impermanent_loss,current_base,current_quote,cp_invariant,asset_base_pct,volume_base,volume_quote,div_volume_quote,buy_back_volume_quote,total_volume_base,total_volume_quote,fees_paid_quote,total_fees_paid_quote,trade_pnl,total_pnl,trade_pnl_pct,fees_pnl_pct,roi,hold_portfolio,current_portfolio,arb_profit,total_arb_profit,div_tax_pct,div_tax_quote,reserve_account
2023-06-26,0.012673446302278053,0.003553196097380369,0.013419695612881276,0.013380081004236372,0.01337749,0.01597720159531358,-4.2205612881275265e-05,0.0006360679397087331,0.6681839319063748,-0.01998194725122493,305041809.22665715,4093568.229024338,1248709458774347.0,0.5,126653124.94299932,1689294.572742422,477230.6755735159,606031.9485844532,55299917.47178475,-909159.2487217628,5074.804507803172,345219.6496487401,-167051.18883295637,178168.4608157837,-0.019996102062097152,0.04132294655574324,0.021326844493646087,8354187.6468816325,8187136.458048676,1809490.784744689,34743882.60012177,0.38606981713805094,606031.9485844532,0.0
2023-06-27,0.013001643751290667,0.003741401490352827,0.012908958054407341,0.012899706487719308,0.01289999,0.016179970704185916,-8.968054407341303e-06,-0.00025794708796620134,0.6443335812437845,-0.023672656268840075,311017700.3570392,4014914.4480872503,1248709458774348.0,0.5,63017496.540760204,821846.6769350169,226427.21427626206,297709.7313293774,61275808.602166586,-988049.7010157326,2469.609500312363,347689.25914905244,-197042.85802047234,150646.4011285801,-0.02395112795091257,0.04226263269167431,0.01831150474076174,8226871.754194973,8029828.896174501,347060.29137749615,35090942.89149926,0.37840624487970986,297709.7313293774,0.0
2023-06-28,0.012344744079791626,0.003372860809161516,0.011848356005951324,0.011782686501256327,0.01178221,0.015762610808952002,-6.614600595132407e-05,-0.0005808897467910683,0.5885022828906324,-0.03413544601161278,324639718.62411064,3846446.959930329,1248709458774347.8,0.5,76138292.65512577,935257.5794168682,238620.12082555887,348318.72929565463,74897826.86923802,-1157024.1124068252,2810.759629810229,350500.01877886266,-269607.9955879869,80892.02319087577,-0.033859708726085236,0.04401883007385297,0.01015912134776773,7962501.915448645,7692893.919860658,490203.3302735191,35581146.22177278,0.39316878832671737,348318.72929565463,0.0
2023-06-29,0.012117282941977257,0.003254671747142496,0.01238352584019361,0.012336784980977514,0.01233811,0.01562436798561108,-4.5415840193610904e-05,0.0003120134631787761,0.6162685864159391,-0.028592440445475154,317547386.9644641,3932356.271960401,1248709458774347.0,0.5,52851215.51325038,641661.8628727474,162173.16449601675,239744.3491883653,67805495.20959163,-1070856.2969303227,1927.498918837693,352427.51769770036,-231185.19489522092,121242.32280247944,-0.02855584425020546,0.043531616760421284,0.014975772510215823,8095897.738816023,7864712.543920802,133915.59399305485,35715061.815765835,0.39776801952768287,239744.3491883653,0.0
2023-06-30,0.012303110283374318,0.00335359752230826,0.012259515506753605,0.012240008562729105,0.01224,0.015740849235766047,-1.9515506753605555e-05,-5.804911793039059e-05,0.611368151015925,-0.02951992011346727,319149410.85760915,3912617.1513801366,1248709458774347.5,0.5,52181956.899997756,637269.0299668624,160920.45177750365,238174.28909467938,69407519.1027364,-1090654.8130589714,1914.776697484369,354342.2943951847,-239752.2563336771,114590.03806150763,-0.02972754567871366,0.043935881578827184,0.014208335900113526,8064986.55909395,7825234.302760273,394138.45382610324,36109200.26959194,0.3937363883510643,238174.28909467938,0.0
