trade_date,price_1,quantity_1,direction_1,direction_price_1,asset_unit_1,price_2,quantity_2,direction_2,direction_price_2,asset_unit_2,quantity,asset_unit,price,direction
2023-05-19 08:00:00,8.988e-05,-219763757.52999985,sell,sell,LUNC,0.01507833,421.39408850999996,buy,sell,BUSD,-4688.407749332443,LUNC,0.005960872324720311,sell
2023-05-19 09:00:00,9.018e-05,11176.061723530187,buy,buy,BUSD,0.01505233,-926026.0,sell,sell,USTC,742.4805145469298,USTC,0.005991099052439057,buy
2023-05-19 11:00:00,9.051e-05,44906.68787978524,buy,buy,BUSD,0.015,-1499693.0,sell,sell,USTC,1499.6930000000002,USTC,0.006034,buy
2023-05-19 12:00:00,9.069e-05,14625.689307902092,buy,buy,BUSD,0.01499183,-301129.0,sell,sell,USTC,301.129,USTC,0.006049294849261231,buy
2023-05-19 13:00:00,9.034e-05,-370204272.2099999,sell,sell,LUNC,0.01497,2377.0413900000003,buy,sell,BUSD,-26312.169470887762,LUNC,0.006034736138944556,sell
2023-05-19 17:00:00,9.061e-05,-54507819.57000017,sell,buy,LUNC,0.0150638,436.7598172,buy,buy,BUSD,-4820.216501489902,LUNC,0.00601508251569989,sell
2023-05-19 20:00:00,8.999e-05,-506806022.71999985,sell,sell,LUNC,0.01513049,5608.2674234,buy,buy,BUSD,-62321.007038559845,LUNC,0.0059475932372315765,sell
2023-05-19 21:00:00,9.018e-05,25177.818194136,buy,buy,BUSD,0.01505531,-409886.0,sell,sell,USTC,409.88599999999997,USTC,0.005989913193418135,buy
2023-05-19 22:00:00,9.048e-05,16062.4809899424,buy,buy,BUSD,0.015122,-27710.0,sell,buy,USTC,27.71,USTC,0.005983335537627298,buy
2023-05-19 23:00:00,9.018e-05,38981.369236725,buy,sell,BUSD,0.01506364,-69150.0,sell,sell,USTC,69.15,USTC,0.005986600848134979,buy
2023-05-20 04:00:00,8.991e-05,-58936499.140000105,sell,buy,LUNC,0.01509689,3063.85343794,buy,sell,BUSD,-34076.89286998109,LUNC,0.005955531238553106,sell
2023-05-20 11:00:00,8.977e-05,3170.231718021106,buy,buy,BUSD,0.01514085,-1195915.0,sell,buy,USTC,209.38267785633607,USTC,0.005928993418467259,buy
2023-05-20 12:00:00,8.944e-05,-415891591.4999998,sell,sell,LUNC,0.0150558,1875.6214524,buy,sell,BUSD,-20970.72285778175,LUNC,0.005940567754619482,sell
2023-05-20 13:00:00,8.962e-05,8494.167632404593,buy,buy,BUSD,0.01503186,-577049.0,sell,sell,USTC,565.0776173011586,USTC,0.005962003371505589,buy
2023-05-20 19:00:00,9.049e-05,-275885649.43000007,sell,buy,LUNC,0.01513494,13599.59114664,buy,buy,BUSD,-150288.33182274285,LUNC,0.005978880656282747,sell
2023-05-20 21:00:00,9.023e-05,1302.4825197860043,buy,buy,BUSD,0.01511009,-237678.0,sell,sell,USTC,86.19952096817454,USTC,0.005971506456943671,buy
2023-05-20 22:00:00,9.048e-05,13484.185057636798,buy,buy,BUSD,0.01511179,-3447.0,sell,sell,USTC,3.447,USTC,0.005987378067058899,buy
2023-05-20 23:00:00,9.033e-05,5367.089422558196,buy,sell,BUSD,0.01511445,-11546.0,sell,buy,USTC,11.546000000000001,USTC,0.0059764000674850885,buy
2023-05-21 01:00:00,9.02e-05,4685.129872873989,buy,sell,BUSD,0.01513194,-173268.0,sell,sell,USTC,173.268,USTC,0.005960901245973748,buy
2023-05-21 04:00:00,9.01e-05,-54416887.21000004,sell,sell,LUNC,0.01512447,828.4579687199999,buy,buy,BUSD,-9194.872016870146,LUNC,0.0059572335427291005,sell
2023-05-21 12:00:00,8.96e-05,-110175056.62,sell,buy,LUNC,0.0150456,3627.5392967999996,buy,buy,BUSD,-40485.929651785715,LUNC,0.005955229435848354,sell
2023-05-21 14:00:00,8.984e-05,-206250820.29999995,sell,sell,LUNC,0.01506001,13201.18308572,buy,sell,BUSD,-146941.0405801425,LUNC,0.005965467486409371,sell
2023-05-21 15:00:00,8.928e-05,-164611679.13999987,sell,sell,LUNC,0.01497112,1942.0087730399998,buy,sell,BUSD,-21751.89037903226,LUNC,0.0059634816900806355,sell
2023-05-21 16:00:00,8.903e-05,40418.37323011212,buy,sell,BUSD,0.0148153,-2251251.0,sell,sell,USTC,2251.2509999999997,USTC,0.0060093281945016305,buy
2023-05-21 17:00:00,8.855e-05,-360882522.9999999,sell,sell,LUNC,0.0146886,19451.084778,buy,sell,BUSD,-219662.16575945797,LUNC,0.006028484675190284,sell
2023-05-21 18:00:00,8.848e-05,14636.091098059198,buy,sell,BUSD,0.01469519,-422331.0,sell,sell,USTC,422.331,USTC,0.0060210177615941,buy
2023-05-21 23:00:00,8.876e-05,-679720198.8899997,sell,sell,LUNC,0.01471486,5639.16108294,buy,buy,BUSD,-63532.684575709776,LUNC,0.006031997586113629,sell
2023-05-22 01:00:00,8.651e-05,12701.968445371705,buy,sell,BUSD,0.01429758,-384453.0,sell,sell,USTC,384.45300000000003,USTC,0.006050674309918181,buy
2023-05-22 02:00:00,8.644e-05,-152883390.25999975,sell,sell,LUNC,0.01441159,8047.01391989,buy,buy,BUSD,-93093.63627822767,LUNC,0.005997950260866428,sell
2023-05-22 05:00:00,8.706e-05,215.33375041739666,buy,buy,BUSD,0.01444555,-629281.0,sell,sell,USTC,14.90658025602325,USTC,0.006026769489565991,buy
2023-05-22 06:00:00,8.725e-05,-376846654.71000004,sell,buy,LUNC,0.01451896,2647.37264744,buy,buy,BUSD,-30342.379913352434,LUNC,0.006009383592213217,sell
2023-05-22 07:00:00,8.706e-05,-207303681.67000002,sell,sell,LUNC,0.01450393,7065.2994209,buy,buy,BUSD,-81154.36964047783,LUNC,0.006002511043558539,sell
2023-05-22 08:00:00,8.706e-05,-117987779.02999997,sell,buy,LUNC,0.0146151,20577.037743,buy,buy,BUSD,-236354.67198483806,LUNC,0.005956852843976435,sell
2023-05-22 13:00:00,8.805e-05,33268.97127980848,buy,buy,BUSD,0.01465555,-423096.0,sell,buy,USTC,423.096,USTC,0.006007962853662947,buy
2023-05-22 14:00:00,8.775e-05,-83742144.8499999,sell,sell,LUNC,0.01459533,15.193738530000001,buy,sell,BUSD,-173.14801743589743,LUNC,0.006012197052070766,sell
2023-05-22 15:00:00,8.775e-05,-289086187.72,sell,sell,LUNC,0.01460755,22174.53844345,buy,sell,BUSD,-252701.292802849,LUNC,0.006007167526381906,sell
2023-05-23 01:00:00,8.825e-05,24729.02371362003,buy,buy,BUSD,0.01465331,-33566.0,sell,buy,USTC,33.566,USTC,0.00602253006317344,buy
2023-05-23 02:00:00,8.89e-05,35566.662384694006,buy,buy,BUSD,0.01467432,-75124.0,sell,sell,USTC,75.12400000000001,USTC,0.006058202356225025,buy
2023-05-23 13:00:00,8.913e-05,-345058139.78999996,sell,sell,LUNC,0.0146783,24340.452436300002,buy,sell,BUSD,-273089.3350869517,LUNC,0.006072229072849035,sell
2023-05-23 14:00:00,8.916e-05,328.03731596999995,buy,buy,BUSD,0.0147057,-1887559.0,sell,buy,USTC,22.30681409045472,USTC,0.006062955180644239,buy
2023-05-23 15:00:00,8.925e-05,-308551512.96000004,sell,buy,LUNC,0.01472638,916.18700532,buy,buy,BUSD,-10265.400619831933,LUNC,0.006060552559420577,sell
2023-05-23 16:00:00,8.924e-05,-88255834.87000012,sell,sell,LUNC,0.01466093,21751.5421852,buy,sell,BUSD,-243742.06841326758,LUNC,0.006086926272753502,sell
2023-05-23 17:00:00,8.94e-05,9874.956985601993,buy,buy,BUSD,0.01460555,-344677.0,sell,sell,USTC,344.677,USTC,0.006120960867615393,buy
2023-05-23 18:00:00,8.941e-05,7198.459631464099,buy,buy,BUSD,0.01460001,-456722.0,sell,sell,USTC,456.72200000000004,USTC,0.006123968408240817,buy
2023-05-23 19:00:00,8.975e-05,29327.79248641751,buy,buy,BUSD,0.01463076,-971403.0,sell,buy,USTC,971.4030000000001,USTC,0.006134336152052252,buy
2023-05-23 22:00:00,9.049e-05,22467.265933376108,buy,buy,BUSD,0.01472388,-931.0,sell,buy,USTC,0.9309999999999999,USTC,0.006145798525932023,buy
2023-05-23 23:00:00,9.025e-05,16754.959537397484,buy,sell,BUSD,0.01472782,-139590.0,sell,buy,USTC,139.59,USTC,0.006127858705497487,buy
2023-05-24 01:00:00,9.012e-05,26095.569406792783,buy,sell,BUSD,0.01456217,-1778244.0,sell,sell,USTC,1778.2440000000001,USTC,0.006188638094459823,buy
2023-05-24 09:00:00,8.75e-05,23991.62873187503,buy,buy,BUSD,0.0142541,-772817.0,sell,sell,USTC,772.817,USTC,0.006138584687914354,buy
2023-05-24 12:00:00,8.665e-05,4669.111841502492,buy,sell,BUSD,0.01416042,-269597.0,sell,buy,USTC,269.597,USTC,0.006119168781716927,buy
2023-05-24 18:00:00,8.492e-05,-893993116.32,sell,sell,LUNC,0.01403979,2558.93424477,buy,sell,BUSD,-30133.469674634955,LUNC,0.006048523517801904,sell
2023-05-24 22:00:00,8.586e-05,66413.536076232,buy,sell,BUSD,0.01416356,-241611.0,sell,buy,USTC,241.61100000000002,USTC,0.006062035251024459,buy
2023-05-25 02:00:00,8.447e-05,-223953176.26000017,sell,buy,LUNC,0.01402618,13476.0732204,buy,buy,BUSD,-159536.7967373032,LUNC,0.006022309709414823,sell
2023-05-25 03:00:00,8.49e-05,27358.681871556008,buy,buy,BUSD,0.01402223,-1748712.0,sell,buy,USTC,1748.7119999999998,USTC,0.006054671760483176,buy
2023-05-25 08:00:00,8.457e-05,-343137204.09000003,sell,buy,LUNC,0.01393541,3513.9808564200002,buy,buy,BUSD,-41551.151193330974,LUNC,0.006068712725352178,sell
2023-05-25 10:00:00,8.418e-05,8582.215548382197,buy,sell,BUSD,0.01392282,-428016.0,sell,sell,USTC,428.016,USTC,0.006046188918624244,buy
2023-05-25 11:00:00,8.434e-05,-310066666.33000004,sell,buy,LUNC,0.01397304,2762.31630456,buy,buy,BUSD,-32752.149686506997,LUNC,0.006035909150764614,sell
2023-05-25 12:00:00,8.455e-05,9601.52660918353,buy,buy,BUSD,0.0139876,-1248069.0,sell,buy,USTC,686.4313112459272,USTC,0.006044639537876405,buy
2023-05-25 13:00:00,8.455e-05,-322467071.70000005,sell,buy,LUNC,0.01394979,1326.625029,buy,sell,BUSD,-15690.420212891782,LUNC,0.006061023140850149,sell
2023-05-25 14:00:00,8.451e-05,26919.14731718129,buy,buy,BUSD,0.01395187,-276247.0,sell,sell,USTC,276.247,USTC,0.006057252540340471,buy
2023-05-25 16:00:00,8.421e-05,-317195419.8299999,sell,buy,LUNC,0.0139,19521.2156,buy,sell,BUSD,-231815.88409927566,LUNC,0.006058273381294964,sell
2023-05-25 19:00:00,8.48e-05,12212.334512064006,buy,buy,BUSD,0.01405704,-341506.0,sell,buy,USTC,341.50600000000003,USTC,0.006032564465918856,buy
2023-05-25 20:00:00,8.474e-05,-255207406.8499999,sell,sell,LUNC,0.01402724,275.74748392,buy,sell,BUSD,-3254.0415850837853,LUNC,0.00604110288267685,sell
2023-05-25 23:00:00,8.476e-05,-245019598.74,sell,sell,LUNC,0.01402676,2019.5869315599998,buy,buy,BUSD,-23827.122835771588,LUNC,0.00604273545708346,sell
2023-05-26 02:00:00,8.469e-05,-156678840.73000002,sell,buy,LUNC,0.01406418,4097.612907180001,buy,buy,BUSD,-48383.66875876727,LUNC,0.006021680609889805,sell
2023-05-26 03:00:00,8.522e-05,35226.357747871596,buy,buy,BUSD,0.01407331,-67662.0,sell,buy,USTC,67.662,USTC,0.006055434009483199,buy
2023-05-26 06:00:00,8.52e-05,22063.00564952401,buy,buy,BUSD,0.01406967,-198859.0,sell,buy,USTC,198.859,USTC,0.006055579128721569,buy
2023-05-26 08:00:00,8.588e-05,24128.524029611966,buy,buy,BUSD,0.014081,-43550.0,sell,sell,USTC,43.55,USTC,0.006098998650664015,buy
2023-05-26 09:00:00,8.523e-05,116.41219069589349,buy,sell,BUSD,0.01405612,-473316.0,sell,sell,USTC,8.28195765943187,USTC,0.0060635509657003496,buy
2023-05-26 10:00:00,8.538e-05,20908.157994203997,buy,buy,BUSD,0.01404979,-57290.0,sell,sell,USTC,57.29,USTC,0.006076959157396659,buy
2023-05-26 14:00:00,8.593e-05,50142.10885227962,buy,buy,BUSD,0.01415364,-383772.0,sell,buy,USTC,383.772,USTC,0.006071229733128722,buy
2023-05-26 15:00:00,8.631e-05,-319211223.98,sell,buy,LUNC,0.01417601,7241.16261204,buy,buy,BUSD,-83897.1453138686,LUNC,0.006088455073042415,sell
2023-05-26 16:00:00,8.69e-05,40264.81173464198,buy,buy,BUSD,0.01420068,-54703.0,sell,buy,USTC,54.703,USTC,0.006119425266959046,buy
2023-05-26 17:00:00,8.614e-05,35814.619754376006,buy,sell,BUSD,0.01439457,-283495.0,sell,buy,USTC,283.495,USTC,0.005984200986899921,buy
2023-05-26 18:00:00,8.666e-05,6056.775122713017,buy,buy,BUSD,0.01454619,-1995770.0,sell,buy,USTC,416.38223635969393,USTC,0.0059575737701762456,buy
2023-05-27 01:00:00,8.684e-05,3013.7599133824015,buy,buy,BUSD,0.01438731,-16470.0,sell,buy,USTC,16.47,USTC,0.0060358746701085885,buy
2023-05-27 08:00:00,8.638e-05,-757516185.1400001,sell,buy,LUNC,0.01424151,1614.3036415200002,buy,sell,BUSD,-18688.395942579304,LUNC,0.006065368068414094,sell
2023-05-27 09:00:00,8.653e-05,29693.263697923696,buy,buy,BUSD,0.01424501,-587605.0,sell,sell,USTC,587.6049999999999,USTC,0.006074407810173527,buy
2023-05-27 10:00:00,8.649e-05,64025.47710750691,buy,sell,BUSD,0.01422008,-230791.0,sell,sell,USTC,230.791,USTC,0.006082244263042121,buy
2023-05-27 11:00:00,8.638e-05,-98278881.82999992,sell,sell,LUNC,0.014225,7466.915875,buy,sell,BUSD,-86442.6473141931,LUNC,0.0060724077328646745,sell
2023-05-27 12:00:00,8.641e-05,2170.2951987922065,buy,buy,BUSD,0.01419027,-1210131.0,sell,sell,USTC,152.94248797184315,USTC,0.006089383781985825,buy
2023-05-27 13:00:00,8.614e-05,-326846516.16999996,sell,sell,LUNC,0.01413154,2545.3023270999997,buy,sell,BUSD,-29548.43658114697,LUNC,0.006095584769954301,sell
2023-05-27 16:00:00,8.625e-05,8225.261992087484,buy,sell,BUSD,0.01416581,-286039.0,sell,sell,USTC,286.03900000000004,USTC,0.006088603475551345,buy
2023-05-27 17:00:00,8.646e-05,15042.519229122003,buy,buy,BUSD,0.01416589,-717559.0,sell,buy,USTC,717.5590000000001,USTC,0.006103393433098802,buy
2023-05-27 18:00:00,8.647e-05,-21220886.25,sell,buy,LUNC,0.01420009,1910.1961068,buy,buy,BUSD,-22090.853553833702,LUNC,0.0060893980249420955,sell
2023-05-27 21:00:00,8.7e-05,24454.94553861001,buy,buy,BUSD,0.01423693,-33166.0,sell,buy,USTC,33.166000000000004,USTC,0.006110868003143936,buy
2023-05-27 23:00:00,8.749e-05,-249156905.67000002,sell,sell,LUNC,0.01428035,2080.2757059,buy,sell,BUSD,-23777.296901360154,LUNC,0.0061266005385022075,sell
2023-05-28 00:00:00,8.779e-05,43486.38574495422,buy,buy,BUSD,0.01432073,-148572.0,sell,buy,USTC,148.572,USTC,0.006130274085189791,buy
2023-05-28 02:00:00,8.729e-05,-129797861.40999985,sell,sell,LUNC,0.01430848,108.9590752,buy,buy,BUSD,-1248.242355367167,LUNC,0.006100578118710023,sell
2023-05-28 03:00:00,8.755e-05,64309.44551419451,buy,buy,BUSD,0.01433043,-139505.0,sell,buy,USTC,139.505,USTC,0.006109377038930444,buy
2023-05-28 05:00:00,8.726e-05,19910.685878654363,buy,sell,BUSD,0.01429331,-403792.0,sell,sell,USTC,403.79200000000003,USTC,0.006104953995960348,buy
2023-05-28 06:00:00,8.741e-05,7429.652448155405,buy,buy,BUSD,0.01431192,-275396.0,sell,buy,USTC,275.396,USTC,0.0061074964085880866,buy
2023-05-28 07:00:00,8.732e-05,-435863079.97,sell,sell,LUNC,0.01438106,9644.140170839999,buy,buy,BUSD,-110445.94790242784,LUNC,0.006071875091265873,sell
2023-05-28 11:00:00,8.717e-05,-240152167.85999995,sell,sell,LUNC,0.01430251,2661.13931311,buy,sell,BUSD,-30528.155479063902,LUNC,0.006094734420741534,sell
2023-05-28 13:00:00,8.716e-05,-104026980.80999994,sell,buy,LUNC,0.0142755,5113.883814,buy,buy,BUSD,-58672.37051399725,LUNC,0.006105565479317712,sell
2023-05-28 14:00:00,8.7e-05,-728133545.3,sell,sell,LUNC,0.01425,7886.021250000001,buy,sell,BUSD,-90643.92241379312,LUNC,0.006105263157894737,sell
2023-05-28 15:00:00,8.758e-05,68772.72171049901,buy,buy,BUSD,0.01426,-88575.0,sell,buy,USTC,88.575,USTC,0.006141654978962132,buy
2023-05-28 16:00:00,8.716e-05,9716.86996815597,buy,sell,BUSD,0.01427991,-146769.0,sell,buy,USTC,146.76900000000003,USTC,0.00610367992515359,buy
2023-05-28 19:00:00,8.739e-05,18477.757248927315,buy,sell,BUSD,0.01429116,-419530.0,sell,sell,USTC,419.53,USTC,0.006114968973827177,buy
2023-05-28 20:00:00,8.722e-05,34509.6778013666,buy,sell,BUSD,0.01428,-373389.0,sell,sell,USTC,373.38900000000007,USTC,0.006107843137254902,buy
2023-05-28 21:00:00,8.79e-05,-239136187.62999964,sell,buy,LUNC,0.01434448,573.86526688,buy,buy,BUSD,-6528.61509533561,LUNC,0.006127792711900327,sell
2023-05-28 22:00:00,8.845e-05,-111555822.34000015,sell,buy,LUNC,0.01448174,54.03137194,buy,buy,BUSD,-610.8691005087621,LUNC,0.006107691479062599,sell
2023-05-29 01:00:00,8.819e-05,2501.087289416084,buy,buy,BUSD,0.01449403,-159362.0,sell,buy,USTC,159.362,USTC,0.0060845741315562335,buy
2023-05-29 05:00:00,8.803e-05,52150.21049847151,buy,buy,BUSD,0.01435,-15979.0,sell,buy,USTC,15.979000000000001,USTC,0.0061344947735191635,buy
2023-05-29 06:00:00,8.816e-05,-318806568.0,sell,buy,LUNC,0.01442086,12954.77768896,buy,buy,BUSD,-146946.20790562616,LUNC,0.006113366331827644,sell
2023-05-29 08:00:00,8.785e-05,4918.224397261003,buy,buy,BUSD,0.01433598,-83437.0,sell,sell,USTC,83.437,USTC,0.006127938236520977,buy
2023-05-29 11:00:00,8.763e-05,27626.787714487797,buy,sell,BUSD,0.01430494,-185599.0,sell,buy,USTC,185.599,USTC,0.006125855823233092,buy
2023-05-29 14:00:00,8.799e-05,907.8285944154034,buy,buy,BUSD,0.01425651,-296906.0,sell,sell,USTC,63.67817891022441,USTC,0.006171917250435065,buy
2023-05-29 15:00:00,8.76e-05,-541075552.3000002,sell,sell,LUNC,0.01423348,8045.51727044,buy,sell,BUSD,-91843.80445707763,LUNC,0.006154503325961044,sell
2023-05-29 17:00:00,8.753e-05,7160.543189813697,buy,buy,BUSD,0.0141862,-372386.0,sell,buy,USTC,372.38599999999997,USTC,0.006170080782732515,buy
2023-05-29 18:00:00,8.74e-05,5547.058606772008,buy,sell,BUSD,0.01419105,-327226.0,sell,buy,USTC,327.226,USTC,0.006158811363500234,buy
2023-05-29 22:00:00,8.694e-05,-601017950.2000002,sell,sell,LUNC,0.01418887,2173.13895146,buy,buy,BUSD,-24995.84715274902,LUNC,0.006127337835923509,sell
2023-05-30 03:00:00,8.673e-05,-28015916.51999998,sell,buy,LUNC,0.01418044,475.37089012,buy,buy,BUSD,-5481.043354317998,LUNC,0.0061161712894663356,sell
2023-05-30 04:00:00,8.638e-05,-406802862.21000004,sell,sell,LUNC,0.01414823,4322.29841323,buy,sell,BUSD,-50038.18491815235,LUNC,0.006105357348587067,sell
2023-05-30 05:00:00,8.603e-05,-386950778.60000026,sell,sell,LUNC,0.0140777,11321.596049400001,buy,sell,BUSD,-131600.55851912126,LUNC,0.0061110834866490975,sell
2023-05-30 06:00:00,8.645e-05,15486.568189956482,buy,buy,BUSD,0.01407549,-369243.0,sell,buy,USTC,369.243,USTC,0.006141882094335615,buy
2023-05-30 09:00:00,8.652e-05,7899.812017355996,buy,buy,BUSD,0.0140558,-69889.0,sell,buy,USTC,69.889,USTC,0.006155466070945802,buy
2023-05-30 10:00:00,8.661e-05,-296601142.19000006,sell,buy,LUNC,0.01405429,284.65558966000003,buy,sell,BUSD,-3286.6365276526967,LUNC,0.006162531155967324,sell
2023-05-30 15:00:00,8.634e-05,4398.042125795988,buy,buy,BUSD,0.01400641,-67426.0,sell,buy,USTC,67.426,USTC,0.006164320478980695,buy
2023-05-30 16:00:00,8.625e-05,-583958207.8199999,sell,sell,LUNC,0.01404371,3800.6351935899997,buy,buy,BUSD,-44065.335577855076,LUNC,0.006141539521963926,sell
2023-05-30 18:00:00,8.635e-05,1962.6912827555057,buy,buy,BUSD,0.01404449,-165033.0,sell,buy,USTC,139.74813487392606,USTC,0.006148318664472687,buy
2023-05-31 01:00:00,8.62e-05,-465761678.77,sell,sell,LUNC,0.01397447,6668.994394689999,buy,buy,BUSD,-77366.52430034803,LUNC,0.00616839135938608,sell
2023-05-31 05:00:00,8.465e-05,-114570702.08999968,sell,buy,LUNC,0.01347368,22113.77161576,buy,buy,BUSD,-261237.70367111638,LUNC,0.006282619150818484,sell
2023-05-31 06:00:00,8.492e-05,25148.769361165992,buy,buy,BUSD,0.01350238,-157988.0,sell,buy,USTC,157.988,USTC,0.006289261596844408,buy
2023-05-31 07:00:00,8.5e-05,1499.6236409499945,buy,buy,BUSD,0.01350311,-34636.0,sell,buy,USTC,34.636,USTC,0.006294846150257237,buy
2023-05-31 08:00:00,8.441e-05,-675648645.4099998,sell,sell,LUNC,0.01346582,7858.34283814,buy,sell,BUSD,-93097.2969806895,LUNC,0.0062684634132938065,sell
2023-05-31 09:00:00,8.483e-05,15380.280633870902,buy,buy,BUSD,0.013523,-236239.0,sell,buy,USTC,236.23900000000003,USTC,0.006273016342527546,buy
2023-05-31 14:00:00,8.438e-05,-154604854.6500001,sell,buy,LUNC,0.013508,3683.2803919999997,buy,sell,BUSD,-43651.10680255984,LUNC,0.006246668640805449,sell
2023-05-31 15:00:00,8.386e-05,-611602847.12,sell,sell,LUNC,0.01341234,2341.9286874,buy,sell,BUSD,-27926.647834486044,LUNC,0.006252451101001018,sell
2023-05-31 16:00:00,8.373e-05,-521523217.9899999,sell,sell,LUNC,0.01347538,12715.382043380001,buy,buy,BUSD,-151861.72272041088,LUNC,0.006213553903489178,sell
2023-05-31 17:00:00,8.409e-05,1215.2949286935082,buy,buy,BUSD,0.013512,-310931.0,sell,buy,USTC,89.94189821591979,USTC,0.0062233570159857905,buy
2023-05-31 23:00:00,8.459e-05,1371.6099683737007,buy,sell,BUSD,0.0134973,-74768.0,sell,buy,USTC,74.768,USTC,0.006267179361798285,buy
2023-06-01 03:00:00,8.353e-05,8183.728748733803,buy,buy,BUSD,0.01321591,-631298.0,sell,buy,USTC,619.2330871452516,USTC,0.0063204122909432635,buy
2023-06-01 04:00:00,8.374e-05,-58492492.78999996,sell,buy,LUNC,0.01331428,12813.849471919999,buy,buy,BUSD,-153019.45870456175,LUNC,0.006289487677891707,sell
2023-06-01 05:00:00,8.373e-05,8453.2228525653,buy,buy,BUSD,0.01330474,-192734.0,sell,buy,USTC,192.73400000000004,USTC,0.00629324586575912,buy
2023-06-01 07:00:00,8.352e-05,-57960281.27999997,sell,sell,LUNC,0.01331923,5294.2607327,buy,buy,BUSD,-63389.13712523946,LUNC,0.006270632761803798,sell
2023-06-01 08:00:00,8.425e-05,29943.970224692504,buy,buy,BUSD,0.01331818,-202993.0,sell,sell,USTC,202.99300000000002,USTC,0.00632593943016238,buy
2023-06-01 10:00:00,8.415e-05,-99033706.44000006,sell,sell,LUNC,0.0133463,2251.4941174,buy,sell,BUSD,-26755.723320261437,LUNC,0.006305118272480013,sell
2023-06-01 11:00:00,8.468e-05,2766.3801837003975,buy,buy,BUSD,0.0133344,-959629.0,sell,sell,USTC,207.46191682418387,USTC,0.006350491960643148,buy
2023-06-01 12:00:00,8.53e-05,14959.863781330998,buy,buy,BUSD,0.01340362,-290646.0,sell,buy,USTC,290.646,USTC,0.006363952424792705,buy
2023-06-01 13:00:00,8.452e-05,-542294006.5499997,sell,sell,LUNC,0.01341558,7234.1502813,buy,buy,BUSD,-85590.98771060104,LUNC,0.006300137601206955,sell
2023-06-01 14:00:00,8.471e-05,-936279250.02,sell,buy,LUNC,0.01345373,7055.687614930001,buy,buy,BUSD,-83292.26319124072,LUNC,0.006296395126110008,sell
2023-06-01 15:00:00,8.481e-05,24712.467565665,buy,buy,BUSD,0.01346009,-170307.0,sell,buy,USTC,170.30700000000002,USTC,0.006300849399966865,buy
2023-06-01 19:00:00,8.48e-05,-378641402.46000004,sell,sell,LUNC,0.01349919,2616.2645147099997,buy,sell,BUSD,-30852.175881014147,LUNC,0.006281858392985061,sell
2023-06-01 20:00:00,8.46e-05,-53085818.24000001,sell,sell,LUNC,0.01345833,570.2025254399999,buy,sell,BUSD,-6739.9825702127655,LUNC,0.006286069668376388,sell
2023-06-01 22:00:00,8.47e-05,8582.339756298003,buy,buy,BUSD,0.01339907,-194880.0,sell,sell,USTC,194.88,USTC,0.006321334241854098,buy
2023-06-02 00:00:00,8.507e-05,19240.4277754839,buy,buy,BUSD,0.01332133,-212658.0,sell,sell,USTC,212.658,USTC,0.006385998995595785,buy
2023-06-02 01:00:00,8.505e-05,10097.773250732986,buy,sell,BUSD,0.01336405,-59457.0,sell,buy,USTC,59.457,USTC,0.00636408873058691,buy
2023-06-02 02:00:00,8.554e-05,20129.592889824602,buy,buy,BUSD,0.01341928,-2812.0,sell,buy,USTC,2.812,USTC,0.006374410549597295,buy
2023-06-02 03:00:00,8.559e-05,7815.748461971413,buy,buy,BUSD,0.01344999,-181955.0,sell,buy,USTC,181.95499999999998,USTC,0.006363573504515617,buy
2023-06-02 05:00:00,8.565e-05,2328.8653049084924,buy,buy,BUSD,0.01349581,-74810.0,sell,buy,USTC,74.81,USTC,0.006346414183365058,buy
2023-06-02 11:00:00,8.507e-05,-94759689.26999998,sell,buy,LUNC,0.01347693,12232.80720705,buy,buy,BUSD,-143796.9578823322,LUNC,0.006312268446894063,sell
2023-06-02 14:00:00,8.486e-05,-8117183.289999962,sell,buy,LUNC,0.01339956,7383.41215164,buy,buy,BUSD,-87006.97798303088,LUNC,0.00633304377158653,sell
2023-06-02 15:00:00,8.492e-05,2549.014785882402,buy,buy,BUSD,0.01342,-27780.0,sell,buy,USTC,27.779999999999998,USTC,0.006327868852459016,buy
2023-06-02 21:00:00,8.506e-05,-87661120.3900001,sell,buy,LUNC,0.01344215,1499.24331595,buy,buy,BUSD,-17625.714977075004,LUNC,0.0063278567788635,sell
2023-06-02 22:00:00,8.503e-05,-645081.1399999857,sell,sell,LUNC,0.01347,476.9727,buy,buy,BUSD,-5609.463718687522,LUNC,0.0063125463994060885,sell
2023-06-03 01:00:00,8.439e-05,-158044009.95999986,sell,sell,LUNC,0.01337038,3885.3388353399996,buy,sell,BUSD,-46040.275332859346,LUNC,0.006311712905691536,sell
2023-06-03 02:00:00,8.468e-05,4311.7317350240055,buy,buy,BUSD,0.01337564,-464729.0,sell,buy,USTC,322.35704123496186,USTC,0.006330912016172684,buy
2023-06-03 03:00:00,8.478e-05,-89407584.63999999,sell,buy,LUNC,0.01337658,2930.35387428,buy,sell,BUSD,-34564.211774946925,LUNC,0.006337942882261385,sell
2023-06-03 04:00:00,8.49e-05,24618.564331067995,buy,buy,BUSD,0.01338891,-217599.0,sell,buy,USTC,217.599,USTC,0.0063410688398084685,buy
2023-06-03 07:00:00,8.487e-05,1066.941926857795,buy,buy,BUSD,0.0134169,-5785.0,sell,buy,USTC,5.785,USTC,0.0063256042752051515,buy
