trade_date,side,arb_profit,price,price_impact,mid_price,mkt_price,spread,avg_price,current_base,current_quote,cp_invariant,total_fees_paid_quote,total_volume_base,total_volume_quote,asset_base_pct,hold_portfolio,current_portfolio,trade_pnl,total_pnl,roi,impermanent_loss,mkt_price_ratio,volume_base,volume_quote,fees_paid_quote,trade_pnl_pct,fees_pnl_pct,total_arb_profit,asset_quote_pct
2023-03-01 00:00:00,sell,0.0,9.516359287561606e-05,0.00244897515694476,9.493053960081808e-05,9.53972182932579e-05,4.666786924398188e-07,9.612484128850107e-05,309648170.5566195,29395.06791734604,9102129003993.781,0.7289345473073349,758320.677086552,-72.89345473073348,0.5,58791.04149835653,58790.13583469208,-0.9056636644454557,-0.17672911713812078,-3.006055219196298e-06,0.0,1.0,758320.677086552,-72.89345473073348,0.7289345473073349,-1.540479027694675e-05,1.2398735057750453e-05,0.0,0.5
2023-03-01 06:00:00,sell,0.0,9.492134075814137e-05,9.690077308510346e-05,9.491214280683962e-05,9.453237410071943e-05,-3.797687061201922e-07,9.611552671706751e-05,309678178.6115346,29392.21951253996,9102129003993.781,0.757706313025349,788328.7320016328,-75.7706313025349,0.5,58785.38768719198,58784.43902507992,-0.9486621120595373,-0.19095579903418836,-3.2483548471313963e-06,-1.0367229915653198e-05,0.9909342829066581,30008.05491508078,-2.8771765718014137,0.028771765718014097,-1.613771975286691e-05,1.2889364905735516e-05,0.0,0.5
2023-03-01 09:00:00,buy,0.0,9.505009342777534e-05,-0.0014534559736625863,9.518824455386513e-05,9.50302680887864e-05,-1.5797646507872205e-07,9.625522640353613e-05,309228728.26920366,29434.939809569663,9102129003993.783,1.1892244648405303,338878.3896706769,-32.61881612101674,0.5,58870.24119623035,58869.87961913933,-0.3615770910255378,0.8276473738149925,1.4058841224316055e-05,-1.8566301807076968e-06,0.9961534496389249,-449450.3423309559,43.15181518151815,0.4315181518151814,-6.141933236188112e-06,2.0200774460504167e-05,0.0,0.5
2023-03-01 11:00:00,sell,0.0,9.488680081762558e-05,0.003166816844373752,9.458631169848761e-05,9.498162609095084e-05,3.953143924632338e-07,9.595040373120246e-05,310211110.03778315,29341.724746367596,9102129003993.783,2.1307907598109033,1321260.158250147,-126.77544561805405,0.5,58685.2518131902,58683.44949273519,-1.8023204550117953,0.328470304799108,5.5971525153323175e-06,-2.382692127378405e-06,0.995643560580252,982381.7685794701,-94.1566294970373,0.9415662949703729,-3.071164218139561e-05,3.6308794696727924e-05,0.0,0.5
2023-03-01 14:00:00,buy,0.0,9.50642152464326e-05,-0.005052565634109938,9.554453343342037e-05,9.502625353412958e-05,-5.182798992907811e-07,9.643519944367381e-05,308651627.43210757,29489.975736466607,9102129003993.783,3.6282755082857507,-238222.44742542226,22.973029229430693,0.5,58979.739296296415,58979.951472933215,0.21217663679999532,3.840452145085746,6.511476976513025e-05,-1.89755672486136e-06,0.9961113671261573,-1559482.6056755693,149.74847484748474,1.4974847484748475,3.5974495535506508e-06,6.15173202115796e-05,0.0,0.5
2023-03-01 15:00:00,buy,0.0,9.597065177759658e-05,-0.004459892459186604,9.639867056376273e-05,9.508593840119967e-05,-1.3127321625630572e-06,9.686529006247274e-05,307281186.3860943,29621.497856875274,9102129003993.783,4.956781775039973,-1608663.4934387256,155.82365590485287,0.5,59242.24507999765,59242.99571375055,0.7506337528975564,5.707415527937529,9.634029770867954e-05,-1.3352398012811406e-06,0.9967370129063792,-1370441.0460133033,132.85062667542218,1.3285062667542222,1.2670582485250846e-05,8.366971522342869e-05,0.0,0.5
2023-03-01 17:00:00,buy,0.0,9.649909685172985e-05,-0.0010417808397129324,9.65996277618796e-05,9.515393057240223e-05,-1.445697189477371e-06,9.696620246569306e-05,306961399.8811666,29652.356965786166,9102129003993.783,5.268489945857055,-1928449.998366392,186.99447298656102,0.5,59304.00701058537,59304.71393157233,0.7069209869659971,5.975410932823052,0.00010075897454545493,-8.150559421826742e-07,0.997449739885415,-319786.5049276664,31.17081708170815,0.3117081708170817,1.1920290425566294e-05,8.883868411988863e-05,0.0,0.5
2023-03-01 20:00:00,buy,0.0,9.667569111988007e-05,-0.0007874083965205498,9.675181437080729e-05,9.511715360138849e-05,-1.6346607694188003e-06,9.704255446769327e-05,306719886.0674972,29675.70548063765,9102129003993.783,5.50433353021549,-2169963.8120357706,210.5788314224046,0.5,59350.780065786355,59351.4109612753,0.6308954889464076,6.135229019161898,0.00010337234004947211,-1.0805166733574012e-06,0.9970642258036448,-241513.81366937864,23.58435843584357,0.23584358435843544,1.0629944345248744e-05,9.274239570422336e-05,0.0,0.5
2023-03-01 22:00:00,buy,0.0,9.686259088365339e-05,-0.0011449554053998606,9.697349423066667e-05,9.522600011545344e-05,-1.7474941152132318e-06,9.715366386498487e-05,306369107.1022729,29709.682840036763,9102129003993.783,5.847539180711567,-2520742.7772600595,244.89939647201226,0.5,59418.911518769135,59419.365680073526,0.45416130439116387,6.301700485102731,0.00010605546826808097,-4.0338360041136667e-07,0.9982052078575486,-350778.96522428887,34.320565049607666,0.34320565049607676,7.643379738582121e-06,9.841208852949884e-05,0.0,0.5
2023-03-01 23:00:00,buy,0.0,9.719721065765392e-05,-0.002306985313482711,9.742144319515264e-05,9.503590922148808e-05,-2.385533973664559e-06,9.737779594067243e-05,305663944.8705952,29778.22264201696,9102129003993.783,6.539860412834779,-3225905.0089377514,314.13151968433345,0.5,59556.58608593077,59556.44528403392,-0.14080189685046207,6.399058515984317,0.00010744501887249688,-1.7998782430028726e-06,0.996212582733187,-705162.2316776919,69.2321232123212,0.692321232123212,-2.364170045732761e-06,0.00010980918891822964,0.0,0.5
